geoid20,tractname,HA_Agriculture,HA_Unclassified,HA_Urban,HA_Conservation,PCT_Agriculture,PCT_Unclassified,PCT_Urban,PCT_Conservation
15003008707,Waipahu District Park,72.34144856516106,15.89056223199773,0,0,81.9900264295945,18.00997413272781,0,0
15003008801,Paiwa Street-Hiapo Street,25.862360182840415,17.225346281877126,0,0,60.02259648079561,39.97740352425683,0,0
15003008802,Waipahu Uka Neighborhood Park,38.52363756369712,79.12488673979216,0,0,32.744683885553336,67.2553156355169,0,0
15003008912,August Ahrens School,49.96769600708898,3.601436773191221,0,0,93.27702996917021,6.722970092064484,0,0
15003008913,Robinson Heights,88.47437450285267,0,0,0,99.9999999999884,0,0,0
15003008921,Waipio,95.40263975882768,0,0,0,100.00000000000237,0,0,0
15003008931,Waiawa Prison,216.26840195499733,16.543542675981275,0,0,92.89403183245555,7.105968167665931,0,0
15003008933,Kealohi Neighborhood Park,0,1.1610235131052,0,0,0,100.00000000345229,0,0
15003008934,Royal Kunia Golf Course,147.3319243591648,22.305873794965724,0,0,86.85088234261117,13.149117741739405,0,0
15003008935,Kupuohi Neighborhood Park,74.52177783989939,0,0,0,99.99999999997473,0,0,0
15003008936,Kaleiopuu Elementary School,85.85787042712643,0,0,0,99.9999999999743,0,0,0
15003008937,Farrington Highway-Leoku Street,27.119433560630437,0,0,0,100.00000000006699,0,0,0
15003008938,Pacific Supermarket,32.98192451882449,0,0,0,99.99999999999562,0,0,0
15003008946,Waipio Uka Street-Mohalu Street,41.62039067880708,0.317614584867308,0,0,99.24265623751918,0.757343084673613,0,0
15003008948,Kanoelani Elementary School,50.12086708266616,0,0,0,99.99999999992755,0,0,0
15003008949,Waikele Country Club,78.38831046682282,0,0,0,99.99999999992885,0,0,0
15003008950,Kunia Neighborhood Park,44.64355847689999,0,0,0,99.99999999995244,0,0,0
15003008951,Kupuna Loop-Kaaka Street,31.29789147540527,0,0,0,100.00000000020113,0,0,0
15003008952,Patsy T. Mink Central Oahu Regional Park,229.20850881253827,83.83026645721002,0,0,73.22048481909775,26.779515229651444,0,0
15003011401,Lehua Community Park,0,138.5161616130255,77.0247145273616,0,0,64.26445154287154,35.735548665980865,0
15003980200,Honolulu International Airport,25.692648806477493,33.440965495797556,0,0,43.4484674225251,56.551533898506946,0,0
15003981400,Nimitz-Airport Commercial,26.924708291792463,5.485787573767379,0,0,83.07403914946971,16.925959855533367,0,0
15003981900,Malama Bay Golf Course,55.36332111073235,282.07551234395044,152.56190745872019,0,11.298619851260826,57.56634391476389,31.13503600536639,0
15003982200,Waipio Peninsula,612.612955578441,253.90797058826058,20.25427566508071,0,69.08323032446954,28.63273238615252,2.284037218091296,0
