geoid20,tractname,HA_Unclassified,HA_Agriculture,HA_Conservation,HA_Urban,PCT_Unclassified,PCT_Agriculture,PCT_Conservation,PCT_Urban
15003008702,St. Joseph School,105.74328402584582,9.84241398473312,0,0,91.48474765168217,8.51525246233712,0,0
15003008704,Waipahu High School,194.7740546899659,15.920906079923498,0,0,92.44362296794972,7.55637726648614,0,0
15003008705,Waipahu Intermediate School,61.736878090205,0,0,0,99.99999957700895,0,0,0
15003008706,Kapapapuhi Point Park,128.11871174822585,2.635779874591451,0,0,97.98417757081317,2.01582360410458,0,0
15003008707,Waipahu District Park,87.69702102722958,0.534989273754287,0,0,99.39365625700268,0.606343742967125,0,0
15003008801,Paiwa Street-Hiapo Street,43.087706462652726,0,0,0,100.00000000026034,0,0,0
15003008802,Waipahu Uka Neighborhood Park,115.9337986913835,1.714726116703349,0,0,98.5425009132083,1.457499036764508,0,0
15003008912,August Ahrens School,53.56913274742307,0,0,0,99.99999999989875,0,0,0
15003008913,Robinson Heights,88.47437450285267,0,0,0,99.9999999999884,0,0,0
15003008921,Waipio,95.40263975882768,0,0,0,100.00000000000237,0,0,0
15003008931,Waiawa Prison,232.81195046966917,0,0,0,100.00000250802141,0,0,0
15003008933,Kealohi Neighborhood Park,1.161023462440454,0,0,0,99.99999563965207,0,0,0
15003008934,Royal Kunia Golf Course,169.63779496494877,0,0,0,99.9999982043558,0,0,0
15003008935,Kupuohi Neighborhood Park,74.52177783989939,0,0,0,99.99999999997473,0,0,0
15003008936,Kaleiopuu Elementary School,85.85787042712643,0,0,0,99.9999999999743,0,0,0
15003008937,Farrington Highway-Leoku Street,27.119433560630437,0,0,0,100.00000000006699,0,0,0
15003008938,Pacific Supermarket,32.98192451882449,0,0,0,99.99999999999562,0,0,0
15003008946,Waipio Uka Street-Mohalu Street,41.93800528681,0,0,0,99.99999937735902,0,0,0
15003008948,Kanoelani Elementary School,50.1208665705383,0,0,0,99.99999897814182,0,0,0
15003008949,Waikele Country Club,78.38831046682184,0,0,0,99.9999999999276,0,0,0
15003008950,Kunia Neighborhood Park,44.64355847689999,0,0,0,99.99999999995244,0,0,0
15003008951,Kupuna Loop-Kaaka Street,31.29789147540527,0,0,0,100.00000000020113,0,0,0
15003008952,Patsy T. Mink Central Oahu Regional Park,313.03877350876814,0,0,0,99.99999948620543,0,0,0
15003011401,Lehua Community Park,121.40293019441883,94.13794302281484,0,0,56.324782854134384,43.67521599852356,0,0
15003980200,Honolulu International Airport,59.133611354142914,0,0,0,99.99999633548836,0,0,0
15003981400,Nimitz-Airport Commercial,32.410499246966566,0,0,0,100.00000943806373,0,0,0
15003981900,Malama Bay Golf Course,490.0007315206935,0,0,0,99.99999785451452,0,0,0
15003982200,Waipio Peninsula,321.1503591700476,565.6248444141145,0,0,36.21553222031023,63.78446790601575,0,0
