geoid20,tractname,HA_Unclassified,HA_Agriculture,HA_Urban,HA_Conservation,PCT_Unclassified,PCT_Agriculture,PCT_Urban,PCT_Conservation
15003008627,Honouliuli National Historic Site,1217.4571391725744,10.561040575101211,0,0,99.13999335225233,0.860006860791825,0,0
15003008702,St. Joseph School,115.58569787878398,0,0,0,99.99999999999571,0,0,0
15003008704,Waipahu High School,210.69496027581607,0,0,0,99.9999999999389,0,0,0
15003008705,Waipahu Intermediate School,61.736878090205,0,0,0,99.99999957700895,0,0,0
15003008706,Kapapapuhi Point Park,92.21973015302413,23.09476520284756,15.439994006442458,0,70.52892033915975,17.662693791669263,11.808385315273815,0
15003008707,Waipahu District Park,88.23201030098387,0,0,0,99.9999999999698,0,0,0
15003008801,Paiwa Street-Hiapo Street,43.087706462652726,0,0,0,100.00000000026034,0,0,0
15003008802,Waipahu Uka Neighborhood Park,117.64852486691899,0,0,0,99.99999999997951,0,0,0
15003008912,August Ahrens School,53.56913274742307,0,0,0,99.99999999989875,0,0,0
15003008913,Robinson Heights,88.47437450285267,0,0,0,99.9999999999884,0,0,0
15003008921,Waipio,95.40263975882768,0,0,0,100.00000000000237,0,0,0
15003008931,Waiawa Prison,232.81195046966917,0,0,0,100.00000250802141,0,0,0
15003008933,Kealohi Neighborhood Park,1.161023462440454,0,0,0,99.99999563965207,0,0,0
15003008934,Royal Kunia Golf Course,169.63779496494877,0,0,0,99.9999982043558,0,0,0
15003008935,Kupuohi Neighborhood Park,74.52177783989939,0,0,0,99.99999999997473,0,0,0
15003008936,Kaleiopuu Elementary School,85.85787042712643,0,0,0,99.9999999999743,0,0,0
15003008937,Farrington Highway-Leoku Street,27.119433560630437,0,0,0,100.00000000006699,0,0,0
15003008938,Pacific Supermarket,32.98192451882449,0,0,0,99.99999999999562,0,0,0
15003008946,Waipio Uka Street-Mohalu Street,41.93800528681,0,0,0,99.99999937735902,0,0,0
15003008948,Kanoelani Elementary School,50.1208665705383,0,0,0,99.99999897814182,0,0,0
15003008949,Waikele Country Club,78.38831046682184,0,0,0,99.9999999999276,0,0,0
15003008950,Kunia Neighborhood Park,44.64355847689999,0,0,0,99.99999999995244,0,0,0
15003008951,Kupuna Loop-Kaaka Street,31.29789147540527,0,0,0,100.00000000020113,0,0,0
15003008952,Patsy T. Mink Central Oahu Regional Park,313.03877350876814,0,0,0,99.99999948620543,0,0,0
15003011401,Lehua Community Park,205.26789507803642,10.272978737807032,0,0,95.23385966615785,4.766139464224572,0,0
15003980200,Honolulu International Airport,59.133611354142914,0,0,0,99.99999633548836,0,0,0
15003981400,Nimitz-Airport Commercial,32.410499246966566,0,0,0,100.00000943806373,0,0,0
15003981900,Malama Bay Golf Course,490.0007315206935,0,0,0,99.99999785451452,0,0,0
15003982200,Waipio Peninsula,886.7752089244337,0,0,0,100.00000072853854,0,0,0
