geoid20,tractname,HA_Unclassified,HA_Urban,HA_Conservation,HA_Agriculture,HA_NA,HA_,PCT_Unclassified,PCT_Urban,PCT_Conservation,PCT_Agriculture,PCT_NA,PCT_
15003008302,Campbell High School,28.110703390872683,133.6131644404326,0,0,0,0,17.38191374816589,82.61808563200829,0,0,0,0
15003008405,Holomua School,0,0,0,115.49851122416264,0,0,0,0,0,100.00000000004331,0,0
15003008410,Coral Creek Golf Course,0,0,0,37.92060725242532,0,0,0,0,0,99.99999785417901,0,0
15003008411,Geiger Road,1.115863222360958,0,0,84.72619563013049,0,0,1.299902723340282,0,0,98.70010072098383,0,0
15003008413,Puuloa Neighborhood Park,18.127736916821068,0,0,0,0,0,99.99999005319876,0,0,0,0,0
15003008414,Keanui Drive-Hoomahana Street,14.952854433909556,0,0,152.12787736374614,0,0,8.949478718403947,0,0,91.05052195621785,0,0
15003008415,Hoalauna Community Park,0,0,0,64.36072992250418,0,0,0,0,0,99.99999999984979,0,0
15003008416,Kolowaka Drive-Koka Street,0,0,0,27.824553803321237,0,0,0,0,0,99.99999999953145,0,0
15003008417,Kolowaka Drive-Fort Weaver Road,0,0,0,43.29631179819076,0,0,0,0,0,100.00000000007769,0,0
15003008418,Ewa Beach Park,44.315699364408246,3.600845734292909,0,0,0,0,92.48517585792054,7.514827831889946,0,0,0,0
15003008623,UH West Oahu,0,0,0,47.3829655967164,0,0,0,0,0,100.00000851847831,0,0
15003008624,Fort Weaver Road-Aawa Drive,81.12755022790512,0.613853873284855,0,18.12560062069465,0,0,81.23558927727623,0.614671353767578,0,18.149738816102246,0,0
15003008625,Fort Weaver Road-Renton Road,50.52286183717771,0,0,27.177747512458943,0,0,65.02247847826183,0,0,34.97752182787302,0,0
15003008626,Ewa Villages Golf Course,24.286939028102218,0,0,145.71850012303838,0,0,14.285977579093387,0,0,85.71402197733067,0,0
15003008627,Honouliuli National Historic Site,254.59279313173346,0,0,973.4253866531167,0,0,20.732005264485615,0,0,79.26799495158573,0,0
15003008702,St. Joseph School,71.0652161829885,44.52048173048764,0,0,0,0,61.482707192296694,38.51729283771324,0,0,0,0
15003008704,Waipahu High School,118.496267430413,92.19869264146061,0,0,0,0,56.24067480077347,43.75932510237027,0,0,0,0
15003008705,Waipahu Intermediate School,54.53532938913479,7.201548637817365,0,0,0,0,88.33509378101779,11.664905693535603,0,0,0,0
15003008706,Kapapapuhi Point Park,130.75449130008337,0,0,0,0,0,100.00000092809339,0,0,0,0,0
15003008707,Waipahu District Park,83.4729882990677,4.759021906641863,0,0,0,0,94.60624099382181,5.393758898166415,0,0,0,0
15003008801,Paiwa Street-Hiapo Street,31.366638809352622,11.721067497071116,0,0,0,0,72.79718830386585,27.202811333810807,0,0,0,0
15003008802,Waipahu Uka Neighborhood Park,53.33263916490957,64.24733179143752,0,0.068554061800694,0,0,45.33217838916991,54.60955151294866,0,0.058270226403796,0,0
15003008912,August Ahrens School,47.166166217235535,6.402966718822904,0,0,0,0,88.04728357200572,11.952716780027457,0,0,0,0
15003008913,Robinson Heights,74.62421982847535,0,0,13.850155077157584,0,0,84.34557491679197,0,0,15.654425538447192,0,0
15003008921,Waipio,94.42917410041964,0,0,0.97346546332775,0,0,98.979623980147025,0,0,1.020375815374331,0,0
15003008931,Waiawa Prison,66.33288551387604,0.983603886956677,0,165.49546058639498,0,0,28.492045637563127,0.42248858344315,0,71.08546807979145,0,0
15003008933,Kealohi Neighborhood Park,0,1.161023447403432,0,0,0,0,0,99.99999434449987,0,0,0,0
15003008934,Royal Kunia Golf Course,15.255133672001598,32.385125062800824,0,121.99753492248158,0,0,8.992768033341715,19.090748313470325,0,71.91648108668682,0,0
15003008935,Kupuohi Neighborhood Park,0,0,0,74.52177783989939,0,0,0,0,0,99.99999999997473,0,0
15003008936,Kaleiopuu Elementary School,16.57160952527251,0,0,69.28626061453782,0,0,19.301211924809778,0,0,80.698787740523,0,0
15003008937,Farrington Highway-Leoku Street,27.119433560630437,0,0,0,0,0,100.00000000006699,0,0,0,0,0
15003008938,Pacific Supermarket,32.98192451882449,0,0,0,0,0,99.99999999999562,0,0,0,0,0
15003008946,Waipio Uka Street-Mohalu Street,41.411883602873615,0,0,0.526121643359302,0,0,98.74547695297943,0,0,1.254522327624687,0,0
15003008948,Kanoelani Elementary School,50.1208665705383,0,0,0,0,0,99.99999897814182,0,0,0,0,0
15003008949,Waikele Country Club,78.38831046682184,0,0,0,0,0,99.9999999999276,0,0,0,0,0
15003008950,Kunia Neighborhood Park,4.717560076676428,0,0,39.9259982139767,0,0,10.567168562773062,0,0,89.43283101999296,0,0
15003008951,Kupuna Loop-Kaaka Street,0,0,0,31.29789147540527,0,0,0,0,0,100.00000000020113,0,0
15003008952,Patsy T. Mink Central Oahu Regional Park,263.50562740553795,48.41499640085338,0,1.118150534774911,0,0,84.1766734191091,15.466133990185618,0,0.357192342819665,0,0
15003011401,Lehua Community Park,0.343290129081201,215.19758413601633,0,0,0,0,0.159269153928175,99.84073018488527,0,0,0,0
15003980200,Honolulu International Airport,0,59.133619315435205,0,0,0,0,0,100.0000097987148,0,0,0,0
15003981400,Nimitz-Airport Commercial,0,32.41050107521093,0,0,0,0,0,100.00001507896583,0,0,0,0
15003981900,Malama Bay Golf Course,0.007817114738903,489.99291236135673,0,0,0,0,0.001595327122661,99.99840211012761,0,0,0,0
15003982200,Waipio Peninsula,9.579993435748449,331.9820071993148,0,545.2131961680698,0,0,1.080318147049006,37.43699714165346,0,61.48268407293942,0,0
